1,65,A,Tac/Evt, Tactical/Special Events, Tactical, none,1
2,65,A,Disp,Dispatch/Operations ,Dispatch, none,1
3,65,A,Tac/Adm,Tactical/Administration,Tactical, none,1
4,65,A,SpOps,Tactical/Special Operations,Tactical, none,1
