41264,65,D,Metro Gen 2,Gen. 2,Public Works,Rail Maintenance,1
41296,65,D,Metro 41296,Unknown Rail Maintenance,Public Works,Rail Maintenance,1
42224,65,D,MetroRadTest,Radio Testing (9/3/15 and 4/13/16),Public Works,Other,1
49168,65,D,MTPD-1,MTPD-1,Law Dispatch,Police,1
49200,65,D,MTPD-2,MTPD-2,Law Tac,Police,1
49232,65,D,MTPD-3,MTPD-3,Law Tac,Police,1
49264,65,D,MTPD-4,MTPD-4,Law Tac,Police,1
50032,65,D,MTPD Tac 1,Tac 1,Law Tac,Police,1
50064,65,D,MTPD Tac 2,Tac 2,Law Tac,Police,1
50096,65,D,MTPD Tac 3,Tac 3,Law Tac,Police,1
50128,65,D,MTPD Tac 4,Tac 4,Law Tac,Police,1
50160,65,D,MTPD Tac 5,Tac 5,Law Tac,Police,1
50192,65,D,MTPD Tac 6,Tac 6,Law Tac,Police,1
50224,65,D,MTPD Tac 7,Tac 7,Law Tac,Police,1
50256,65,D,MTPD Tac 8,Tac 8,Law Tac,Police,1
50992,65,D,Metro HQ/Yrd,Headquarters/Rail Yards/Bus Garages,Public Works,Other,1
57296,65,D,MTPD 57296,Patch to MPD,Law Tac,Police,1
57328,65,D,MTPD 57328,Patch to MPD,Law Tac,Police,1
57440,65,D,Media Relati,Media Relations,Public Works,Other,1
57744,65,D,MetroRadTest,Radio Testing (tunnels),Public Works,Other,1
57776,65,D,MetroRadTest,Radio Testing,Public Works,Other,1
58032,65,D,Metro EmrgM?,Emergency Management?,Public Works,Other,1
58064,65,D,Metro Media?,Media Relations?,Public Works,Other,1
